Site Identification  ,Plot,Day,Month,Year,Tree Identification Number,Number of Stems,Tree Species,DBH  (cm),Tree Condition
Identification du site,Parcelle,Jour,Mois,Année,Numéro d'identification de l'arbre ,Nombre de tiges,Espèce d'arbre,DHP (cm),État de l'arbre
BD,A,31,8,2004,1,1,TSCA,16.3,AS
BD,A,31,8,2004,2,1,TSCA,24,AS
BD,A,31,8,2004,3,1,TSCA,76.5,DS
BD,A,31,8,2004,4,1,ACRU,38.5,DL
BD,A,31,8,2004,5,1,TSCA,63.2,DF
BD,A,31,8,2004,6,1,TSCA,29.8,AS
BD,A,31,8,2004,7,1,ACRU,29,AS
BD,A,31,8,2004,8,1,TSCA,15.5,AS
BD,A,31,8,2004,9,1,TSCA,32,AS
BD,A,31,8,2004,10,1,TSCA,11.3,AL
BD,A,31,8,2004,11,1,TSCA,44.8,AS
BD,A,31,8,2004,12,1,TSCA,17.2,AL
BD,A,31,8,2004,13,1,TSCA,70.5,AS
BD,A,31,8,2004,14,1,TSCA,31.7,AS
BD,A,31,8,2004,15,1,ACRU,42.9,AS
BD,A,31,8,2004,16,1,ACRU,18,AS
BD,A,31,8,2004,17,1,TSCA,46,AS
BD,A,31,8,2004,18,1,TSCA,19.5,AS
BD,A,31,8,2004,19,1,TSCA,11.6,DS
BD,A,31,8,2004,20,1,TSCA,38,AS
BD,A,31,8,2004,21,1,TSCA,12.3,DF
BD,A,31,8,2004,22,1,TSCA,10.1,AS
BD,A,31,8,2004,23,1,TSCA,9.2,AS
BD,A,31,8,2004,24,1,BEPA,24.7,DS
BD,A,31,8,2004,25,1,TSCA,9.9,AS
BD,A,31,8,2004,26,1,TSCA,47.7,AS
BD,A,31,8,2004,27,1,TSCA,28,AS
BD,A,31,8,2004,28,1,TSCA,8.8,AS
BD,B,26,8,2004,1,1,ACRU,32.5,AS
BD,B,26,8,2004,2,1,TSCA,9.8,DS
BD,B,26,8,2004,3,1,PIRU,9.1,AS
BD,B,26,8,2004,4,1,ACRU,29.8,AS
BD,B,26,8,2004,5,1,TSCA,10.2,AS
BD,B,26,8,2004,6,1,TSCA,9.8,AS
BD,B,26,8,2004,7,1,PIRU,15.3,AS
BD,B,26,8,2004,8,1,TSCA,12.4,AS
BD,B,26,8,2004,9,1,TSCA,9,AS
BD,B,26,8,2004,10,1,PIRU,20.1,AS
BD,B,26,8,2004,11,1,ABBA,9,AS
BD,B,26,8,2004,12,1,PIRU,14.3,DS
BD,B,26,8,2004,13,1,TSCA,9,AS
BD,B,26,8,2004,14,1,ACRU,33,AS
BD,B,26,8,2004,15,1,TSCA,12.4,AS
BD,B,26,8,2004,16,1,TSCA,9,AS
BD,B,26,8,2004,17,1,TSCA,9.3,AS
BD,B,26,8,2004,18,1,TSCA,9,AS
BD,B,26,8,2004,19,1,ACRU,19,DS
BD,B,26,8,2004,20,1,TSCA,9.3,AS
BD,B,26,8,2004,21,1,PIRU,24.8,DS
BD,B,26,8,2004,22,1,TSCA,60,AS
BD,B,26,8,2004,23,1,TSCA,52,AS
BD,B,26,8,2004,24,1,PIRU,25,AS
BD,B,26,8,2004,25,1,ACRU,33.8,AS
BD,B,26,8,2004,26,1,TSCA,31.7,AS
BD,B,26,8,2004,27,1,PIST,80.55,AS
CFR,A,16,8,2004,1,1,PIRU,15,AS
CFR,A,16,8,2004,2,1,PIRU,16.35,AS
CFR,A,16,8,2004,3,1,PIRU,13.8,AS
CFR,A,16,8,2004,4,1,PIRU,22.8,AS
CFR,A,16,8,2004,5,1,PIRU,12.8,AS
CFR,A,16,8,2004,6,1,PIRU,12,AS
CFR,A,16,8,2004,7,1,PIRU,8.9,AS
CFR,A,16,8,2004,8,1,PIRU,9.2,AS
CFR,A,16,8,2004,9,1,TSCA,38.4,AS
CFR,A,16,8,2004,10,1,PIRU,9.1,AS
CFR,A,16,8,2004,11,1,PIRU,18,AS
CFR,A,16,8,2004,12,1,PIRU,24.4,AS
CFR,A,16,8,2004,12,1,TSCA,43,AS
CFR,A,16,8,2004,13,1,PIRU,15.3,AS
CFR,A,16,8,2004,14,1,PIRU,15.2,AS
CFR,A,16,8,2004,15,1,PIRU,10.1,AS
CFR,A,16,8,2004,16,1,TSCA,46.4,AS
CFR,A,16,8,2004,17,1,PIRU,10.4,DS
CFR,A,16,8,2004,19,1,PIRU,39.9,AS
CFR,A,16,8,2004,20,1,PIRU,17.4,AS
CFR,A,16,8,2004,21,1,PIRU,19.7,AS
CFR,A,16,8,2004,22,1,PIST,15.8,AS
CFR,A,16,8,2004,23,1,TSCA,13.2,DS
CFR,A,16,8,2004,24,1,PIRU,22.2,AS
CFR,A,16,8,2004,25,1,PIRU,18.9,DS
CFR,A,16,8,2004,26,1,PIRU,24.6,DS
CFR,A,16,8,2004,27,1,PIRU,22.35,AS
CFR,A,16,8,2004,28,1,TSCA,23.3,AS
CFR,A,16,8,2004,29,1,TSCA,11.9,DS
CFR,A,16,8,2004,30,1,PIRU,9.5,DS
CFR,A,16,8,2004,31,1,PIRU,28.2,DS
CFR,A,16,8,2004,32,1,PIRU,21.8,DS
CFR,A,16,8,2004,33,1,TSCA,27.6,AS
CFR,A,16,8,2004,34,3,BEPA,17.8,AS
CFR,A,16,8,2004,34,2,BEPA,19.7,AS
CFR,A,16,8,2004,34,1,BEPA,22.7,AS
CFR,A,16,8,2004,35,1,TSCA,24.5,AS
CFR,A,16,8,2004,36,1,PIRU,19.6,AS
CFR,A,16,8,2004,37,1,TSCA,20.7,AS
CFR,A,16,8,2004,38,1,PIRU,15.4,AS
CFR,A,16,8,2004,39,1,PIRU,18.3,DS
CFR,A,16,8,2004,40,1,TSCA,29.8,AS
CFR,A,16,8,2004,41,1,PIRU,15.85,AS
CFR,A,16,8,2004,43,1,PIRU,21.5,AS
CFR,A,16,8,2004,44,1,PIRU,23.2,DF
CFR,A,16,8,2004,45,1,PIRU,27.2,DS
CFR,A,16,8,2004,46,1,PIRU,12.7,AS
CFR,A,16,8,2004,47,1,TSCA,13.4,AS
CFR,A,16,8,2004,48,1,PIRU,20.3,DS
CFR,A,16,8,2004,49,1,PIRU,15.8,DS
CFR,A,16,8,2004,51,1,PIRU,10.6,AS
CFR,B,17,8,2004,1,1,FAGR,10.1,AS
CFR,B,17,8,2004,2,2,TSCA,10.4,DS
CFR,B,17,8,2004,2,1,TSCA,12.5,DS
CFR,B,17,8,2004,3,1,ACRU,25.02,AS
CFR,B,17,8,2004,4,1,TSCA,16.6,DS
CFR,B,17,8,2004,5,1,TSCA,46.7,DS
CFR,B,17,8,2004,6,1,TSCA,76.8,AS
CFR,B,17,8,2004,7,1,FAGR,10.3,AS
CFR,B,17,8,2004,8,1,TSCA,56.8,DF
CFR,B,17,8,2004,9,1,TSCA,66.4,AS
CFR,B,17,8,2004,10,1,FAGR,10,AS
CFR,B,17,8,2004,11,1,FAGR,12,AS
CFR,B,17,8,2004,12,1,TSCA,74.8,AS
CFR,B,17,8,2004,13,1,QURU,33.2,AS
CFR,B,17,8,2004,14,1,TSCA,13.2,DS
CFR,B,17,8,2004,15,1,FAGR,16.1,AS
CFR,B,17,8,2004,16,1,TSCA,9.8,DS
CFR,B,17,8,2004,17,1,TSCA,16.2,DS
CL,A,18,8,2004,1,1,ACRU,28.1,AS
CL,A,18,8,2004,2,2,ACRU,23.8,AS
CL,A,18,8,2004,2,1,ACRU,29.4,AS
CL,A,18,8,2004,3,1,ABBA,10.7,DS
CL,A,18,8,2004,4,1,ABBA,11.4,AS
CL,A,18,8,2004,5,1,ACRU,17.4,DF
CL,A,18,8,2004,6,1,ABBA,10.4,DS
CL,A,18,8,2004,7,1,ACRU,39.8,AS
CL,A,18,8,2004,8,1,ABBA,15.1,AS
CL,A,18,8,2004,9,1,PIST,14.6,AS
CL,A,18,8,2004,10,1,ACRU,9,DS
CL,A,18,8,2004,11,1,ACRU,10.5,AS
CL,A,18,8,2004,12,1,BECO,33.1,AS
CL,A,18,8,2004,13,1,BECO,22,AS
CL,A,18,8,2004,14,1,ACRU,46.2,AS
CL,A,18,8,2004,15,1,BECO,28.1,AS
CL,A,18,8,2004,16,1,ABBA,9,AS
CL,A,18,8,2004,17,1,BECO,26,AS
CL,A,18,8,2004,18,1,ABBA,9.1,AS
CL,A,18,8,2004,19,2,ACRU,19.9,AS
CL,A,18,8,2004,19,1,ACRU,33.9,AS
CL,A,18,8,2004,20,1,ACRU,26.6,DL
CL,A,18,8,2004,21,1,ABBA,11.6,DS
CL,A,18,8,2004,22,1,ACRU,10.8,AS
CL,A,18,8,2004,23,1,ACRU,22,AS
CL,A,18,8,2004,23,2,ACRU,9.1,DS
CL,A,18,8,2004,24,1,ACRU,12.9,DS
CL,A,18,8,2004,25,1,ACRU,29.2,AS
CL,A,18,8,2004,26,1,ABBA,9.4,AS
CL,A,18,8,2004,27,1,ACRU,10.5,AS
CL,A,18,8,2004,28,1,FAGR,10.2,DS
CL,A,18,8,2004,29,1,BECO,13.1,AS
CL,A,18,8,2004,30,1,ACRU,20.7,DS
CL,A,18,8,2004,30,1,ACRU,34,AS
CL,A,18,8,2004,32,1,BECO,30.1,AS
CL,B,18,8,2004,1,1,BEAL,37.2,AS
CL,B,18,8,2004,2,1,FAGR,34.1,AS
CL,B,18,8,2004,3,1,BEAL,35,AS
CL,B,18,8,2004,4,1,FAGR,9.1,AS
CL,B,18,8,2004,5,1,ACRU,36,AS
CL,B,18,8,2004,6,1,FAGR,25.2,AS
CL,B,18,8,2004,7,1,ACRU,48.5,AS
CL,B,18,8,2004,8,1,FAGR,19.1,AS
CL,B,18,8,2004,9,1,BEPA,31.4,DS
CL,B,18,8,2004,10,1,FAGR,19.4,AS
CL,B,18,8,2004,11,1,BEAL,80,AS
CL,B,18,8,2004,12,1,FAGR,12.2,AS
CL,B,18,8,2004,13,2,ACRU,16.8,AS
CL,B,18,8,2004,13,1,ACRU,42.1,AS
CL,B,18,8,2004,14,1,ACRU,47.5,AS
CL,B,18,8,2004,15,1,FAGR,26.9,AS
CL,B,18,8,2004,16,1,FAGR,18.2,DF
CLT,A,12,8,2004,1,1,ACRU,14.3,AS
CLT,A,12,8,2004,2,1,ACRU,14.15,AS
CLT,A,12,8,2004,3,1,BEPA,19.45,AS
CLT,A,12,8,2004,4,1,PIST,12.3,AS
CLT,A,12,8,2004,5,1,ACRU,21,DS
CLT,A,12,8,2004,6,1,ACRU,15.35,AS
CLT,A,12,8,2004,7,1,ACRU,21.6,AS
CLT,A,12,8,2004,8,1,BEPA,18.4,AS
CLT,A,12,8,2004,9,1,BEPA,22.9,AS
CLT,A,12,8,2004,10,3,BEPA,12.85,DS
CLT,A,12,8,2004,10,2,BEPA,23.9,AS
CLT,A,12,8,2004,10,1,BEPA,25.4,AS
CLT,A,12,8,2004,11,1,BEPA,28.4,AS
CLT,A,12,8,2004,12,1,ACRU,14,DS
CLT,A,12,8,2004,13,1,ACRU,12.3,DL
CLT,A,12,8,2004,14,1,BEPA,19.2,AS
CLT,A,12,8,2004,15,1,BEPA,21.15,AS
CLT,A,12,8,2004,16,1,QURU,29.7,AS
CLT,A,12,8,2004,17,1,PIST,54.2,AS
CLT,A,12,8,2004,18,1,ACRU,12.2,AS
CLT,A,12,8,2004,19,1,ACRU,13.5,AS
CLT,A,12,8,2004,20,1,PIST,10.8,AS
CLT,A,12,8,2004,21,1,ACRU,11.4,AS
CLT,A,13,8,2004,22,1,ACRU,10.7,AS
CLT,A,13,8,2004,23,1,ACRU,9,DS
CLT,A,13,8,2004,24,1,QURU,19.9,AS
CLT,A,13,8,2004,25,1,ACRU,16.4,DF
CLT,A,13,8,2004,26,1,ACRU,9.25,AS
CLT,A,13,8,2004,27,1,PIST,14.3,AS
CLT,A,13,8,2004,28,1,PIRU,21.5,DL
CLT,A,13,8,2004,29,1,QURU,24.5,AS
CLT,A,13,8,2004,29,2,QURU,12.5,DS
CLT,A,13,8,2004,30,1,QURU,17.2,AS
CLT,A,13,8,2004,31,1,ACRU,9.4,AS
CLT,A,13,8,2004,32,1,ACRU,14.9,AS
CLT,A,13,8,2004,33,1,ACRU,14.8,AS
CLT,A,13,8,2004,34,1,PIST,9.8,AS
CLT,A,13,8,2004,35,1,ABBA,18.8,AS
CLT,A,13,8,2004,36,1,QURU,28.4,AS
CLT,A,13,8,2004,36,2,QURU,11.65,DS
CLT,A,13,8,2004,37,1,ACRU,9.2,AS
CLT,A,13,8,2004,38,1,PIST,12,AS
CLT,A,13,8,2004,39,1,ACRU,14.9,AS
CLT,A,13,8,2004,40,1,QURU,30.2,AS
CLT,A,13,8,2004,41,1,PIRU,11.4,AS
CLT,A,13,8,2004,42,1,PIST,14,DS
CLT,A,13,8,2004,43,1,ACRU,12.1,DS
CLT,A,13,8,2004,44,1,ACRU,13.1,AS
CLT,A,13,8,2004,45,1,PIST,21.7,DS
CLT,B,15,8,2004,1,1,QURU,25,DS
CLT,B,15,8,2004,2,1,PIST,11.9,AS
CLT,B,15,8,2004,3,1,ACRU,9.8,DL
CLT,B,15,8,2004,3,1,PIRU,20.3,DS
CLT,B,15,8,2004,4,1,BEPA,23.2,AS
CLT,B,15,8,2004,5,1,POTR,57.4,AS
CLT,B,15,8,2004,6,1,PIST,12.9,AS
CLT,B,15,8,2004,8,1,BEPA,17.1,DS
CLT,B,15,8,2004,9,1,ACRU,19,AS
CLT,B,15,8,2004,10,1,ACRU,10.2,DS
CLT,B,15,8,2004,10,1,ABBA,13,AS
CLT,B,15,8,2004,11,1,ACRU,9.6,DS
CLT,B,15,8,2004,11,1,BEPA,27.5,AS
CLT,B,15,8,2004,12,1,ACRU,21.4,AS
CLT,B,15,8,2004,13,1,ACRU,19,AS
CLT,B,15,8,2004,16,1,QURU,25.6,AS
CLT,B,15,8,2004,17,1,QURU,27.9,AS
CLT,B,15,8,2004,18,1,ACRU,10,AS
CLT,B,15,8,2004,20,1,QURU,22.7,AS
CLT,B,15,8,2004,21,1,BEPA,36.7,AS
CLT,B,15,8,2004,22,1,ACRU,17,AS
CLT,B,15,8,2004,24,2,ACRU,11,AS
CLT,B,15,8,2004,25,1,ACRU,18.1,AS
CLT,B,15,8,2004,26,2,BEPA,28.5,AS
CLT,B,15,8,2004,26,1,BEPA,29.7,AS
CLT,B,15,8,2004,27,1,ACRU,16.2,AS
CLT,B,15,8,2004,28,1,BEPA,26.9,AS
CLT,B,15,8,2004,29,1,PIST,11.4,AS
CLT,B,15,8,2004,30,1,ACRU,21,AS
CLT,B,15,8,2004,31,1,PIST,17.8,AS
CLT,B,15,8,2004,32,1,BEPA,29,AS
CLT,B,15,8,2004,40,1,ACRU,21.8,AS
CLT,B,15,8,2004,41,1,ACRU,13.5,AS
CLT,B,15,8,2004,42,1,PIST,15.6,AS
NCL,A,24,8,2004,1,1,TSCA,15.7,AS
NCL,A,24,8,2004,2,1,TSCA,23.7,AS
NCL,A,24,8,2004,3,1,TSCA,12,AS
NCL,A,24,8,2004,4,1,TSCA,20.01,AS
NCL,A,24,8,2004,5,1,TSCA,10.3,AS
NCL,A,24,8,2004,6,1,TSCA,34.8,AS
NCL,A,24,8,2004,7,1,ACRU,25.7,AS
NCL,A,24,8,2004,8,1,PIRU,11.5,DS
NCL,A,24,8,2004,9,1,ACRU,26.4,AS
NCL,A,24,8,2004,10,1,ACRU,11.5,AS
NCL,A,24,8,2004,11,1,ACRU,13.4,AS
NCL,A,24,8,2004,12,1,PIST,27.8,AS
NCL,A,24,8,2004,13,1,TSCA,24,AS
NCL,A,24,8,2004,14,1,TSCA,16.6,DS
NCL,A,24,8,2004,15,1,PIRU,12.7,DF
NCL,A,24,8,2004,16,1,TSCA,31.9,AS
NCL,A,24,8,2004,17,1,TSCA,37.6,AS
NCL,A,24,8,2004,18,1,TSCA,23,AS
NCL,A,24,8,2004,19,1,TSCA,10.5,DS
NCL,A,24,8,2004,20,1,TSCA,13.1,DS
NCL,A,24,8,2004,21,1,TSCA,21.6,AS
NCL,A,24,8,2004,22,1,BEPA,18.2,AS
NCL,A,24,8,2004,23,1,TSCA,14.21,AS
NCL,A,24,8,2004,24,1,BEPA,22.8,AS
NCL,A,24,8,2004,25,1,BEPA,20,AS
NCL,A,24,8,2004,26,1,BEPA,21.3,AS
NCL,A,24,8,2004,27,1,BEPA,21.5,AS
NCL,A,24,8,2004,28,1,TSCA,47.5,AS
NCL,A,24,8,2004,29,1,TSCA,11.7,AS
NCL,A,24,8,2004,30,1,TSCA,27.9,AS
NCL,A,24,8,2004,31,1,TSCA,35.5,AS
NCL,A,24,8,2004,32,1,TSCA,40.6,AS
NCL,A,24,8,2004,33,1,TSCA,40.4,AS
NCL,A,24,8,2004,34,1,TSCA,9.6,AS
NCL,A,24,8,2004,35,1,PIRU,18,AS
NCL,A,24,8,2004,36,1,PIRU,11.7,AS
NCL,A,24,8,2004,37,1,PIRU,12,AS
NCL,A,24,8,2004,38,1,PIST,10,AS
NCL,A,24,8,2004,39,1,TSCA,11.9,AS
NCL,A,24,8,2004,40,1,TSCA,17,DF
NCL,B,18,8,2004,1,1,TSCA,21.1,AS
NCL,B,18,8,2004,2,1,POGR,24.7,AS
NCL,B,18,8,2004,3,2,ACRU,15.4,AS
NCL,B,18,8,2004,3,1,ACRU,18.2,AS
NCL,B,18,8,2004,4,1,ACRU,16,AS
NCL,B,18,8,2004,5,1,PIRU,31,AS
NCL,B,18,8,2004,6,1,POGR,37.4,AS
NCL,B,18,8,2004,7,1,TSCA,24.3,AS
NCL,B,18,8,2004,8,1,TSCA,9.9,AS
NCL,B,18,8,2004,9,1,TSCA,9.5,DS
NCL,B,18,8,2004,10,1,TSCA,12.4,AS
NCL,B,18,8,2004,11,1,TSCA,11.6,DS
NCL,B,18,8,2004,12,1,TSCA,26.8,AS
NCL,B,18,8,2004,13,1,POGR,31.5,AS
NCL,B,18,8,2004,14,1,TSCA,19,AS
NCL,B,18,8,2004,15,1,POGR,28.7,AS
NCL,B,18,8,2004,16,1,TSCA,17.2,AS
NCL,B,18,8,2004,17,1,TSCA,12.1,AS
NCL,B,18,8,2004,18,1,TSCA,12.4,AS
NCL,B,18,8,2004,19,1,TSCA,16.2,AS
NCL,B,18,8,2004,20,1,TSCA,38.6,AS
NCL,B,18,8,2004,21,1,BEPA,18.15,AS
NCL,B,18,8,2004,22,1,TSCA,9,AL
NCL,B,18,8,2004,23,1,TSCA,10.5,AS
NCL,B,18,8,2004,24,1,TSCA,11.3,AS
NCL,B,18,8,2004,25,1,TSCA,10,AS
NCL,B,18,8,2004,26,1,TSCA,17.2,AS
NCL,B,18,8,2004,27,1,BEPA,21.6,AS
NCL,B,18,8,2004,28,1,BEPA,18.2,AS
NCL,B,18,8,2004,29,1,TSCA,16.9,AS
NCL,B,18,8,2004,30,1,BEPA,29.2,DS
NCL,B,18,8,2004,31,1,TSCA,12.2,AS
NCL,B,18,8,2004,32,1,TSCA,10.8,AS
NCL,B,18,8,2004,33,1,BEPA,10,DS
NCL,B,18,8,2004,34,1,TSCA,28.5,AS
NCL,B,18,8,2004,35,1,TSCA,41.3,AS
NCL,B,18,8,2004,36,1,BEPA,21.8,AS
NCL,B,18,8,2004,37,1,PIRU,14.3,AS
NCL,B,18,8,2004,38,1,TSCA,16.5,AS
NCL,B,18,8,2004,39,1,TSCA,21.3,AS
NCL,B,18,8,2004,40,1,TSCA,14.2,AS
NCL,B,18,8,2004,41,1,BEPA,23,AS
NCL,B,18,8,2004,42,1,TSCA,16.2,AS
NCL,B,18,8,2004,43,1,PIRU,19.8,AS
NCL,B,18,8,2004,44,1,TSCA,10.5,DL
NCL,B,18,8,2004,45,1,PIRU,15.1,AS
NCL,B,18,8,2004,46,1,TSCA,11.9,AS
NCL,B,18,8,2004,47,1,BEPA,9.3,DS
NCL,B,18,8,2004,48,1,TSCA,13.7,AS
NCL,B,18,8,2004,49,1,BEPA,11.5,AS
NCL,B,18,8,2004,50,1,TSCA,15.8,AS
NCL,B,18,8,2004,51,1,TSCA,15.2,AS
NCL,B,18,8,2004,52,1,BEPA,9.4,AS
NCL,B,18,8,2004,53,1,PIRU,11.3,AS
NCL,B,18,8,2004,54,1,TSCA,17.7,AS
NCL,B,18,8,2004,55,1,TSCA,13,AS
NCL,B,18,8,2004,56,1,TSCA,10.8,AS
NCL,B,18,8,2004,57,1,PIRU,12.2,DL
NCL,B,18,8,2004,58,1,BEPA,18.5,AS
NCL,B,18,8,2004,59,1,PIRU,10.5,AS
NCL,B,18,8,2004,60,1,TSCA,14.7,AS
NCL,B,18,8,2004,61,1,TSCA,14,AS
NCL,B,18,8,2004,62,1,TSCA,12.8,AS
NCL,B,18,8,2004,63,1,PIST,49.3,AS
NCL,B,18,8,2004,64,1,TSCA,25.4,AS
NCL,B,18,8,2004,65,1,TSCA,11.7,AS
NCL,B,18,8,2004,66,1,TSCA,17.6,AS
NCL,B,18,8,2004,67,1,TSCA,19.1,AS
NCL,B,18,8,2004,68,1,POGR,40.4,AL
NCL,B,18,8,2004,69,1,PIRU,17.6,AS
NCL,B,18,8,2004,70,1,TSCA,26.1,AS
NCL,B,18,8,2004,71,1,TSCA,11.8,AS
NCL,B,18,8,2004,72,1,TSCA,10.3,AS
NCL,B,18,8,2004,73,1,ACRU,36.8,AS
NCL,B,18,8,2004,74,1,ACRU,25.3,AS
NCL,B,18,8,2004,75,1,POGR,29,DS
NCL,B,18,8,2004,76,1,PIRU,23.5,AS
NCL,B,18,8,2004,77,1,POGR,36.1,AS
NCL,B,18,8,2004,78,1,TSCA,14.3,DS
NCL,B,18,8,2004,79,1,TSCA,16.5,AS
NCL,B,18,8,2004,80,1,POGR,21.3,DS
NCL,B,18,8,2004,81,1,POGR,32.2,AS
PL,A,26,8,2004,1,1,ACRU,13.8,AS
PL,A,26,8,2004,2,1,TSCA,22,AS
PL,A,26,8,2004,3,1,BEPA,21.9,AS
PL,A,26,8,2004,4,1,ACRU,9.9,AS
PL,A,26,8,2004,5,1,TSCA,11.9,AS
PL,A,26,8,2004,6,1,ACRU,17.9,AS
PL,A,26,8,2004,7,1,TSCA,15.1,AS
PL,A,26,8,2004,8,1,TSCA,9.6,AS
PL,A,26,8,2004,9,1,TSCA,15,AS
PL,A,26,8,2004,10,1,ACRU,10.4,AS
PL,A,26,8,2004,11,1,TSCA,18.6,AS
PL,A,26,8,2004,12,1,TSCA,10.5,AS
PL,A,26,8,2004,13,1,QURU,22.4,AS
PL,A,26,8,2004,14,1,TSCA,10.9,AS
PL,A,26,8,2004,15,1,TSCA,11.8,AS
PL,A,26,8,2004,16,1,PIST,15.2,AS
PL,A,26,8,2004,17,1,ABBA,12.7,AS
PL,A,26,8,2004,18,1,ACRU,18.2,AS
PL,A,26,8,2004,19,1,BEPA,17.2,AS
PL,A,26,8,2004,20,1,BEPA,15.8,AS
PL,A,26,8,2004,21,1,ACRU,13.1,AS
PL,A,26,8,2004,22,1,ACRU,11.1,AS
PL,A,26,8,2004,23,1,ACRU,18,DS
PL,A,26,8,2004,24,1,QURU,11.5,AS
PL,A,26,8,2004,25,1,PIST,30.3,AS
PL,A,26,8,2004,26,1,PIST,27.6,AS
PL,A,26,8,2004,27,1,TSCA,11.1,AS
PL,A,26,8,2004,28,1,TSCA,14.8,AS
PL,A,26,8,2004,29,1,PIST,54.5,AS
PL,A,26,8,2004,30,1,TSCA,14,AS
PL,A,26,8,2004,31,1,PIST,10.1,AS
PL,A,26,8,2004,32,1,QURU,25.8,AS
PL,A,26,8,2004,33,1,ACRU,11.1,AS
PL,A,26,8,2004,34,1,ACRU,18,AS
PL,A,26,8,2004,35,1,PIST,10,AS
PL,A,26,8,2004,36,1,QURU,23.7,AS
PL,A,26,8,2004,37,1,ACRU,17.3,AS
PL,A,26,8,2004,38,1,TSCA,15,AS
PL,A,26,8,2004,39,1,PIST,11.9,AS
PL,A,26,8,2004,40,1,ACRU,14.2,AS
PL,A,26,8,2004,41,1,BEPA,22.1,AS
PL,A,26,8,2004,42,1,TSCA,24,AS
PL,A,26,8,2004,43,1,BEPA,19.4,AS
PL,A,26,8,2004,44,1,PIST,10.4,AS
PL,A,26,8,2004,45,1,QURU,25.1,AS
PL,A,26,8,2004,46,1,BEPA,14.3,AS
PL,A,26,8,2004,47,1,QURU,14.4,AS
PL,A,26,8,2004,48,1,PIST,15.7,AS
PL,A,26,8,2004,49,1,ACRU,14.5,AS
PL,A,26,8,2004,50,1,ACRU,12.7,AS
PL,A,26,8,2004,51,1,POGR,13.7,AS
PL,A,26,8,2004,52,1,TSCA,13.4,AS
PL,A,26,8,2004,53,1,ACRU,10,AS
PL,A,26,8,2004,54,1,TSCA,9.6,AS
PL,A,26,8,2004,55,1,BEPA,16.75,AS
PL,A,26,8,2004,56,1,BEPA,16.3,AS
PL,A,26,8,2004,57,1,ACRU,10.7,AS
PL,A,26,8,2004,58,1,QURU,17.2,AS
PL,A,26,8,2004,59,1,ACRU,12.5,AS
PL,A,26,8,2004,60,1,ACRU,15.6,AS
PL,A,26,8,2004,61,1,BEPA,18.2,DF
PL,A,26,8,2004,62,1,TSCA,13.8,AS
PL,A,26,8,2004,63,1,TSCA,10.1,AS
PL,A,26,8,2004,64,1,ACRU,11.4,AS
PL,A,26,8,2004,65,1,TSCA,10.5,AS
PL,B,25,8,2004,1,1,QURU,11.6,DS
PL,B,25,8,2004,2,1,QURU,16.9,AS
PL,B,25,8,2004,3,1,QURU,26.3,AS
PL,B,25,8,2004,4,1,POGR,19.7,AS
PL,B,25,8,2004,5,1,POGR,16,AS
PL,B,25,8,2004,6,1,ACRU,9.5,DS
PL,B,25,8,2004,7,1,ACRU,10.7,AS
PL,B,25,8,2004,8,1,ACRU,10.5,AS
PL,B,25,8,2004,9,1,ACRU,11.9,AS
PL,B,25,8,2004,10,1,POGR,25.4,AS
PL,B,25,8,2004,11,1,PIST,14.8,AS
PL,B,25,8,2004,12,1,POGR,26.1,AS
PL,B,25,8,2004,13,1,POGR,21.1,DL
PL,B,25,8,2004,14,1,PIST,18,AS
PL,B,25,8,2004,15,1,PIST,27.1,AS
PL,B,25,8,2004,16,1,PIST,26.4,AS
PL,B,25,8,2004,17,1,BEPA,9,DS
PL,B,25,8,2004,18,1,POGR,21.8,AS
PL,B,25,8,2004,19,1,POGR,24,AS
PL,B,25,8,2004,20,1,BEPA,23.7,AS
PL,B,25,8,2004,21,1,PIST,33.2,AS
PL,B,25,8,2004,22,1,BEPA,16.1,AS
PL,B,25,8,2004,23,1,QURU,20.6,AS
PL,B,25,8,2004,24,1,QURU,11.9,DS
PL,B,25,8,2004,25,1,QURU,26.6,AS
PL,B,25,8,2004,26,1,PIST,17.3,AS
PL,B,25,8,2004,27,1,PIST,10,AS
PL,B,25,8,2004,28,1,BEPA,12.9,AS
PL,B,25,8,2004,28,1,BEPA,16.6,AS
PL,B,25,8,2004,29,1,BEPA,12.3,DS
PL,B,25,8,2004,30,1,BEPA,20.9,AS
PL,B,25,8,2004,31,1,PIST,10.2,AS
PL,B,25,8,2004,32,1,PIST,11.2,AS
PL,B,25,8,2004,33,1,PIST,18.9,AS
PL,B,25,8,2004,34,1,QURU,29.6,DS
PL,B,25,8,2004,35,1,QURU,25,DS
PL,B,25,8,2004,36,1,PIST,17.3,AS
PL,B,25,8,2004,37,1,QURU,11.1,DS
PL,B,25,8,2004,38,1,PIST,19.4,AS
PL,B,25,8,2004,39,1,PIST,22.4,AS
PL,B,25,8,2004,40,1,PIST,11.6,AS
PL,B,25,8,2004,41,1,PIST,31.6,AS
PL,B,25,8,2004,42,1,POGR,24.5,AS
PL,B,25,8,2004,43,1,BEPA,14.7,AS
PL,B,25,8,2004,44,1,POGR,20.7,AS
PL,B,25,8,2004,45,1,PIST,10.7,AS
PL,B,25,8,2004,46,1,BEPA,17.1,DS
PL,B,25,8,2004,48,1,QURU,22.8,AS
